job_position_name,skills,positions,responsibilities,responsibilities.1,skills_required,educationaL_requirements,experiencere_requirement,locations,matched_score
Sr.Officer / Executive - Internal Audit,"['C#', 'ASP.NET', 'Visual Basic', 'Ms Visual Studio', 'Ms Office Suite (Word, Excel, Project, PowerPoint, Access, Outlook, Visio)', 'Simulations using Witness13 and SIMIO', 'ERP-SAP', 'SAS-STAT', 'AutoCAD', 'budgeting', 'CNC', 'Continuous Improvement', 'data collection', 'Product Development and Design', 'documentation', 'ERP', 'grinders', 'Inventory Control', 'ISO', 'Languages', 'lathe', 'layout', 'layout design', 'Logistics', 'materials', 'Access', 'Excel', 'Outlook', 'PowerPoint', 'Word', 'new product development', 'payroll', 'philosophy', 'process improvement', 'process design', 'processes', 'Project Management', 'project plans', 'quality', 'quality control', 'research', 'Safety', 'SAP', 'SAS', 'simulation', 'Six Sigma', 'SQL', 'Statistical Process Control', 'Supply Chain', 'Visio']","['Industrial Engineering Intern', 'Industrial Engineer', 'Industrial Engineer', 'Manufacturing Quality Engineer']","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Internal Audit Assistance
Voucher & Bill Verification
Cost Sheet Analysis
L/C Voucher Verification
Expense Verification
Salary & Wages Verification
Market Rate Verification","Having CACC from reputed CA Firm
Internal Audit and Compliance","Master of Commerce (MCom) in Accounting, Must have CACC certification from any CA firm",2 to 4 years,"['City , State', 'N/A', 'N/A', 'City']",0.85
Network Support Engineer,"['Perl', 'Java', 'C++', 'HTML', 'PHP', 'MySQL', 'Scheme', 'MatLab', 'Microsoft Office', 'Adobe Photoshop', 'Adobe Dreamweaver', '3ds Max', 'Windows (95, 98, 2000, XP, Vista)', 'Mac OS', 'Linux', 'Self-motivated', 'Creative thinker', 'Detail-oriented', 'Excellent time management skills']","['Collaborative User Experience Group Intern', 'Student Web Developer', 'Teaching Assistant', 'Computer teacher']","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","Mikrotik Router Configuration
OLT Device Setup & Management
Integration with Billing Software
Network Monitoring Tools Integration
Connectivity Troubleshooting
Technical Support & Escalation
Installation & Configuration
GPON/EPON Expertise
Cisco, OLT, MikroTik Knowledge","CCNA (Cisco Certified Network Associate)
GPON
Hardware & Networking
IIG
ISP
IT Enabled services
OLT and ONU","Diploma, Bachelor/Honors",At least 3 years,"['Boca Raton FL', 'Davie FL', 'Davie FL', 'Fort Lauderdale FL']",0.716666667
Database Administrator (DBA),"['Basic and Advanced Supervision Training Courses', 'CBMET', ""Toshiba certified service trained on Aquilion 16, 32 and 64 slice CT's"", 'Toshiba certified service trained on Vantage 1.5 T 8 channel MRI', 'Toshiba certified service trained on Siemens E-Cam Nuclear Medicine Camera', 'Aramark service trained on GE AMX 4 and AMX4+ portable XR unit', 'Aramark service trained on GE 9600, 9800, 9900 Portable C-Arm', 'Aramark service trained on GE Precision 500 Radiology and Fluoroscopic image system', 'Microsoft Applications', 'Foresight Imaging Systems trained on DICOM protocols', 'Skilled in the operation of MS 2000, Windows 7, MySQL, PHP, Apache, UNIX, Linux, Cisco', 'Skilled in the operation of networks', 'Skilled in the operation of workstations and servers']","['Clinical Engineering Manager', 'Imaging Service Engineer', 'Imaging Service Engineer', 'Biomedical Equipment Technician II']","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","Database Design & Development
SQL Query Optimization
Data Integrity & Security
BI Solutions Development
ETL Process Implementation
Database Maintenance
Backup & Restore Management
Index Rebuilding & Performance Tuning
SQL Server Clustering & High Availability
SQL Server Replication
High Availability Group Management
Database Monitoring & Troubleshooting","ASP.NET MVC Strong understanding of database design
Database Administrator (DBA)
Database management
Elasticsearch
MongoDB
MySQL database
NoSQL database
REDIS",Bachelor of Science (BSc) in Computer Science,At least 1 year,"['City, State', 'City, State', 'City, State', 'City, State']",0.75
"Manager- Human Resource Management (HRM)
","['assembly', 'AutoCAD', 'automation', 'budgets', 'budget', 'CNC', 'electronics', 'layout', 'machine tools', 'machinery', 'market', 'materials', 'mathematics', 'mechanical', 'networks', 'packaging', 'PLC', 'policies', 'presentations', 'programming', 'Project management', 'quality', 'recording', 'sales', 'spreadsheet', 'team work']","['Engineering Manager/Senior Mechanical Designer', 'Plant Manager/Project Manager', 'Precision Machinist']","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","Recruitment Coordination
Appointment Management
Selection Criteria
Employee Orientation
Performance Evaluation
HR Database Management
Report Compilation
Documentation
Event Coordination
Task Execution","HRM Report
Human Resource Management
NGO","Masters degree in any discipline, Bachelor of Business Administration (BBA)",5 to 6 years,"['City, State', 'City, State', 'City, State']",0.85
AI Engineer,"['Data Analytics', 'Artificial Intelligence', 'Data Visualization', 'Machine Learning', 'Python', 'Data Wrangling', 'Featurization', 'Heuristics', 'Data Structures']",['Intern'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.","Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,['N/A'],0.716666667
DevOps Engineer,"['Machine Learning', 'Natural Language Processing', 'Deep Learning', 'Sentiment Analysis', 'Python', 'NLTK', 'BeRT', 'GPT', 'XLNet', 'Text Analysis', 'Text Extraction', 'OCR']",['NLP Developer Intern'],"Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Open-Source Technologies
CI/CD Culture & Tooling
Product Availability & Scalability
Automation (Build & Deploy)
Monitoring & Reliability
Infrastructure Innovation
Software Engineering Velocity
Infrastructure Resiliency
Security & Data Availability","Ansible
AWS Cloud
Cloud Platform
DevOps
Dockers and Kubernetes
Java
ReactJS
Terraform",Bachelor/Honors,At least 3 years,['N/A'],0.55
Data Engineer,"['Data Analysis', 'Machine Learning', 'Regression Analysis', 'Time Series Analysis', 'SQL', 'Base SAS', 'Python', 'Natural Language Processing', 'Text analysis', 'Numpy', 'Pandas', 'Matplotlib', 'Seaborn', 'Statistical Analysis', 'NLTK', 'BERT', 'Transformers', 'Pytesseract', 'Clustering', 'KNN', 'K-Means']",['Python Developer Intern'],"Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Data Platform Design
Data Pipeline Development
ETL Processes
SQL Query Optimization
Data Integration & Transformation
Data Modeling
Stakeholder Collaboration
Data Quality Monitoring
Continuous Learning","Azure
Big Data
Data Analytics
ETL Tools
Power BI
SQL",Bachelor of Science (BSc),5 to 8 years,['N/A'],0.583333333
AI Engineer,"['Python Programming', 'Machine Learning', 'Natural language Processing', 'Numpy', 'NLTK', 'Text Analysis', 'Transformers', 'Series Analysis', 'Conversational AI']",['Machine Learning Developer'],"Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.","Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,['N/A'],0.65
AI Engineer,"['API', 'ATL', 'audio', 'backup', 'broadcast', 'C++', 'CLI', 'Hardware', 'concept', 'content management', 'Content', 'client', 'clients', 'documentation', 'dynamic HTML5', 'editing', 'XML', 'FTP', 'functional', 'drawing', 'HTTP', 'IDs', 'explorer', 'JavaScript', 'json', 'LAN', 'MB', 'access', 'C#', 'MFC', 'Win', 'Windows', '2000', 'NAS', 'OOP', 'page', 'Proxy', 'rendering', 'SAN', 'Scrum', 'servers', 'specification', 'team management', 'threads', 'troubleshoot', 'Video', 'Video Editing', 'Visual C++']","['Software Engineering Manager', 'Software Engineering Manager', 'Principal Software Engineer', 'Software Engineer']","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Machine Learning Design
Data Analysis
Model Training
AI Integration
Innovation
Cross-Functional Collaboration
Model Deployment
Documentation
Analytical Skills
Communication
Team Collaboration","Python
R or Java
TensorFlow
PyTorch
Scikit-learn.","Bachelors or Masters degree in Computer Science, Engineering, or a related field.",,"['City, State', 'City, State', 'City, State', 'City, State']",0.65
Head of Internal Control & Compliance (ICC) - SEVP/DMD,"['Python', 'Machine Learning', 'Natural Language Processing', 'Text Mining', 'Data Scientist', 'Data Analyst', 'Deep Learning', 'MongoDB', 'SQL', 'Flask', 'Data Analytics', 'Big Data Analytics']",['Machine Learning Engineer'],"15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","15+ Years Banking Experience
Audit/Inspection/ICC Leadership
Internal Audit & Compliance
Risk-Based Operational Reviews
System-Based Audit Expertise
Knowledge of Bangladeshi Laws","AUDIT AND INSPECTION
Banking
Internal Audit","Masters, Master of Business Administration (MBA), Master of Business Management (MBM)",At least 15 years,['N/A'],0.333333333
Intern (Generative AI Engineering - 2D/3D Image Generation),"['Exceptional time management', 'Operational analysis', 'Root cause analysis', 'Technical plan execution aptitude', 'Highly dependable', 'Detail-oriented', 'Strong leader', 'Manufacturing process controls', 'Proficient in SolidWorks', 'Decisive', 'Product improvement', 'A+', 'client server', 'hardware', 'computer networks', 'Computer sales', 'clients', 'database', 'desktops', 'Documentation', 'functional', 'HP', 'HP NetServers', 'Inventory management and Control', 'laptops', 'marketing', 'materials', 'Windows', 'windows XP', 'Migration', 'network printers', 'network', 'NICs', 'operating systems', 'OS', 'progress', 'Protocols', 'Purchasing', 'QA', 'RAID', 'repairs', 'repairing', 'servers', 'specification', 'Technical Support', 'Troubleshoot', 'Troubleshooting', 'Upgrading', 'usability testing', 'validation', 'Vista']","['Engineering Technician', 'Quality Analyst/Document Control Specialist', 'IT Associate', 'Test Technician', 'Computer/Network Instructor', 'Network Systems QA Tester', 'Quality Assurance Technician', 'QA Tester']","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration","Generative AI Development
Evolutionary Computation
Deep Learning Optimization
Expert Systems Design
Knowledge Representation
Data Preprocessing
Model Training
Research & Integration",,Bachelor of Science (BSc),,"['City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State', 'City, State']",0.716666667
Management Trainee - Mechanical,"['analyst', 'AutoCAD', 'budget', 'business development', 'develop business', 'configuration management', 'consultation', 'contracts', 'client', 'clients', 'customer satisfaction', 'delivery', 'Direct sales', 'engineer', 'environmental health and safety', 'information security', 'instructor', 'insurance', 'logistics', 'marketing materials', 'materials', 'Material science', 'Microsoft Windows', 'Radar', 'network installation', 'networks', 'processes', 'project management', 'quality', 'quality management', 'sales', 'Six Sigma', 'strategy']","['Sr. Business Development Director', 'IT Program Manager', 'Quality Engineering Analyst', 'Quality Engineering Analyst', 'Distributed Computer Systems Analyst / Network Administrator']","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Management Trainee
Mechanical Systems
Maintenance & Troubleshooting
Performance Analysis
Project Support
Process Improvement
Training & Development
Administrative Support","Computer skill
Good communication skills
Mechanical Engineering
Quick learner and hard working",Fresh graduates with a Bachelor’s degree in Mechanical Engineering or a related field.,,"['City , State', 'City , State', 'City , State', 'City , State', 'City , State']",0.85
Asst. Manager/ Manger (Administrative),"['Machine Learning', 'Linear Regression', 'Ridge Regression', 'Lasso Regression', 'Tableau', 'Time Series Analysis']",['Intern'],"Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","Administrative Support
Scheduling
Filing & Documentation
Communication
Team Support
Equipment Maintenance
Information Provision
Inventory Management
Team Collaboration
OHS Policy Development
Safety Advice
Risk Assessment
Policy Review
OHS Training
Safety Inspections
Unsafe Act Prevention
Incident Investigation
Report Preparation","•Administration
•Health Safety and Environment
•Safety and Security Management",Bachelor/Honors,At least 5 years,['N/A'],0.65
